id,name,displayName,race,bodyType,imagePath,downloadUrl,infoLink,
aurora alt (vemp),aurora alt (vemp)_elf,Aurora Alt (VEMP),elf,bt1,images/Aurora_Alt_(VEMP).webp,https://f.rpghq.org/odUzAwYFZitW.pak?n=Elf_F%20-%20Aurora%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
avelane,avelane_elf,Avelane,elf,bt1,images/Avelane.webp,https://f.rpghq.org/bXc04bq1vvSX.pak?n=Elf_F%20-%20Avelane%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
bishop,bishop_elf,Bishop,elf,bt1,images/Bishop_meta.png,https://f.rpghq.org/phHNyDeTErhg.pak?n=Elf_F%20-%20Bishop%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
blue brows,blue brows_elf,Blue Brows,elf,bt1,images/Blue__Brows.webp,https://f.rpghq.org/EVh3T6zhUoji.pak?n=Elf_F%20-%20Blue%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
blue original,blue original_elf,Blue Original,elf,bt1,images/Blue__Original.webp,https://f.rpghq.org/EVh3T6zhUoji.pak?n=Elf_F%20-%20Blue%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
blue,blue_elf,Blue,elf,bt1,images/Blue_ocr.png,https://f.rpghq.org/3CpxZGHI9yTu.pak?n=Elf_F%20-%20Blue%20%20Brows%20%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
caitlyn,caitlyn_elf,Caitlyn,elf,bt1,images/Caitlyn_meta.png,https://f.rpghq.org/b3iIq86hlnJU.pak?n=Elf_F%20-%20Caitlyn%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
caroline vampire,caroline vampire_elf,Caroline Vampire,elf,bt1,images/Caroline_Vampire.webp,https://f.rpghq.org/1qJ6L31Da6Ln.pak?n=Elf_F%20-%20Caroline%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
caroline,caroline_elf,Caroline,elf,bt1,images/Caroline_ocr.png,https://f.rpghq.org/1qJ6L31Da6Ln.pak?n=Elf_F%20-%20Caroline%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
ceres,ceres_elf,Ceres,elf,bt1,images/Ceres_ocr.png,https://f.rpghq.org/dICk9nnCLiXC.pak?n=Elf_F%20-%20Ceres%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
charlie brows,charlie brows_elf,Charlie Brows,elf,bt1,images/Charlie__Brows.webp,https://f.rpghq.org/1rlkx2cb78w1.pak?n=Elf_F%20-%20Charlie%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
charlie original,charlie original_elf,Charlie Original,elf,bt1,images/Charlie__Original.webp,https://f.rpghq.org/1rlkx2cb78w1.pak?n=Elf_F%20-%20Charlie%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
charlie,charlie_elf,Charlie,elf,bt1,images/Charlie.webp,https://f.rpghq.org/dxOpwyH1O8rr.pak?n=Elf_F%20-%20Charlie%20%20Brows%20%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
charlotte,charlotte_elf,Charlotte,elf,bt1,images/Charlotte_meta.png,https://f.rpghq.org/LtwEZ4i1Ym2a.pak?n=Elf_F%20-%20Charlotte%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
daenestra (vemp),daenestra (vemp)_elf,Daenestra (VEMP),elf,bt1,images/Daenestra_(VEMP).webp,https://f.rpghq.org/OuCN218vlgK0.pak?n=Elf_F%20-%20Daenestra%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
daenestra alt (vemp),daenestra alt (vemp)_elf,Daenestra Alt (VEMP),elf,bt1,images/Daenestra_Alt_(VEMP).webp,https://f.rpghq.org/2AbeHgBTb11c.pak?n=Elf_F%20-%20Daenestra%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
desdemona,desdemona_elf,Desdemona,elf,bt1,images/Desdemona_ocr.png,https://f.rpghq.org/59yVoaeTMndC.pak?n=Elf_F%20-%20Desdemona%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
doe,doe_elf,Doe,elf,bt1,images/Doe_ocr.png,https://f.rpghq.org/nKSSuVYx62d8.pak?n=Elf_F%20-%20Doe%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
elektra (vemp),elektra (vemp)_elf,Elektra (VEMP),elf,bt1,images/Elektra_(VEMP).webp,https://f.rpghq.org/AOW6akfDkBBT.pak?n=Elf_F%20-%20Elektra%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
esmene,esmene_elf,Esmene,elf,bt1,images/Esmene_ocr.png,https://f.rpghq.org/PjtKlm554f5o.pak?n=Elf_F%20-%20Esmene%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
fatima,fatima_elf,Fatima,elf,bt1,images/Fatima.webp,https://f.rpghq.org/k2cOw8W0CVYG.pak?n=Elf_F%20-%20Fatima%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
freja,freja_elf,Freja,elf,bt1,images/Freja_ocr.png,https://f.rpghq.org/MUDqDynrjLyg.pak?n=Elf_F%20-%20Freja%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
freya (vemp),freya (vemp)_elf,Freya (VEMP),elf,bt1,images/Freya_(VEMP).webp,https://f.rpghq.org/MpV804i0ULCp.pak?n=Elf_F%20-%20Freya%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
gwen vampire,gwen vampire_elf,Gwen Vampire,elf,bt1,images/Gwen_Vampire.webp,https://f.rpghq.org/M6BhoIj4Q1S6.pak?n=Elf_F%20-%20Gwen%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
gwen,gwen_elf,Gwen,elf,bt1,images/Gwen.webp,https://f.rpghq.org/M6BhoIj4Q1S6.pak?n=Elf_F%20-%20Gwen%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
head 01,head 01_elf,Head 01,elf,bt1,images/Head_01.webp,https://f.rpghq.org/EelAsII5Xy4h.pak?n=Elf_F%20-%20Head%2001%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9479,
head 02,head 02_elf,Head 02,elf,bt1,images/Head_02.webp,https://f.rpghq.org/OoXQEKhUA1Ae.pak?n=Elf_F%20-%20Head%2002%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9479,
head 03,head 03_elf,Head 03,elf,bt1,images/Head_03.webp,https://f.rpghq.org/IjFkBJde1rLB.pak?n=Elf_F%20-%20Head%2003%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9479,
idun,idun_elf,Idun,elf,bt1,images/Idun_ocr.png,https://f.rpghq.org/Lzw361YrJGRE.pak?n=Elf_F%20-%20Idun%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
imogen,imogen_elf,Imogen,elf,bt1,images/Imogen_meta.png,https://f.rpghq.org/Xdnbr6zSu8DT.pak?n=Elf_F%20-%20Imogen%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
itrea,itrea_elf,Itrea,elf,bt1,images/Itrea_ocr.png,https://f.rpghq.org/3cWZw4mruNbS.pak?n=Elf_F%20-%20Itrea%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
jinx i,jinx i_elf,Jinx I,elf,bt1,images/Jinx_II_meta.png,https://f.rpghq.org/qmgBRMuIpsER.pak?n=Elf_F%20-%20Jinx%20I%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
jinx ii,jinx ii_elf,Jinx II,elf,bt1,images/Jinx_II_meta.png,https://f.rpghq.org/qmgBRMuIpsER.pak?n=Elf_F%20-%20Jinx%20I%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
kalani,kalani_elf,Kalani,elf,bt1,images/Kalani_ocr.png,https://f.rpghq.org/pHtumAcxUdOX.pak?n=Elf_F%20-%20Kalani%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
koryn,koryn_elf,Koryn,elf,bt1,images/Koryn_ocr.png,https://f.rpghq.org/9jaf3r1L9GwN.pak?n=Elf_F%20-%20Koryn%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
krayn vampire,krayn vampire_elf,Krayn Vampire,elf,bt1,images/Krayn_Vampire.webp,https://f.rpghq.org/ZLUv3imfqwlm.pak?n=Elf_F%20-%20Krayn%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
krayn,krayn_elf,Krayn,elf,bt1,images/Krayn.webp,https://f.rpghq.org/ZLUv3imfqwlm.pak?n=Elf_F%20-%20Krayn%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
lielou arideya,lielou arideya_elf,Lielou Arideya,elf,bt1,images/Lielou__Arideya.webp,https://f.rpghq.org/l2m7mJauQjSB.pak?n=Elf_F%20-%20Lielou%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
lielou brows,lielou brows_elf,Lielou Brows,elf,bt1,images/Lielou__Brows.webp,https://f.rpghq.org/l2m7mJauQjSB.pak?n=Elf_F%20-%20Lielou%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
lielou original,lielou original_elf,Lielou Original,elf,bt1,images/Lielou__Original.webp,https://f.rpghq.org/l2m7mJauQjSB.pak?n=Elf_F%20-%20Lielou%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
lielou,lielou_elf,Lielou,elf,bt1,images/Lielou_ocr.png,https://f.rpghq.org/PC7Xp1r3HBpI.pak?n=Elf_F%20-%20Lielou%20%20Arideya%20%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/470,
lilith,lilith_elf,Lilith,elf,bt1,images/Lilith_meta.png,https://f.rpghq.org/zsEC9IkGNRPV.pak?n=Elf_F%20-%20Lilith%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
liran,liran_elf,Liran,elf,bt1,images/Liran.webp,https://f.rpghq.org/8FwfscL2jmxD.pak?n=Elf_F%20-%20Liran%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
loreleyah vampire,loreleyah vampire_elf,Loreleyah Vampire,elf,bt1,images/Loreleyah_Vampire.webp,https://f.rpghq.org/LDzX27pGVaKR.pak?n=Elf_F%20-%20Loreleyah%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
loreleyah,loreleyah_elf,Loreleyah,elf,bt1,images/Loreleyah.webp,https://f.rpghq.org/LDzX27pGVaKR.pak?n=Elf_F%20-%20Loreleyah%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
luna,luna_elf,Luna,elf,bt1,images/Luna_ocr.png,https://f.rpghq.org/CNs5nG0GKQH0.pak?n=Elf_F%20-%20Luna%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
lynhe,lynhe_elf,Lynhe,elf,bt1,images/Lynhe_ocr.png,https://f.rpghq.org/G9PfDNXbMAIp.pak?n=Elf_F%20-%20Lynhe%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
manon vampire,manon vampire_elf,Manon Vampire,elf,bt1,images/Manon_Vampire.webp,https://f.rpghq.org/kwmNi27UvyCu.pak?n=Elf_F%20-%20Manon%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
manon,manon_elf,Manon,elf,bt1,images/Manon_ocr.png,https://f.rpghq.org/kwmNi27UvyCu.pak?n=Elf_F%20-%20Manon%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
marjolaine,marjolaine_elf,Marjolaine,elf,bt1,images/Marjolaine_meta.png,https://f.rpghq.org/Dn6p6JqJMt02.pak?n=Elf_F%20-%20Marjolaine%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
medea vampire,medea vampire_elf,Medea Vampire,elf,bt1,images/Medea_Vampire.webp,https://f.rpghq.org/lYT2sDKU6mxZ.pak?n=Elf_F%20-%20Medea%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
medea,medea_elf,Medea,elf,bt1,images/Medea_ocr.png,https://f.rpghq.org/lYT2sDKU6mxZ.pak?n=Elf_F%20-%20Medea%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
mel,mel_elf,Mel,elf,bt1,images/Mel_meta.png,https://f.rpghq.org/ImWheTPUXv8e.pak?n=Elf_F%20-%20Mel%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
meri,meri_elf,Meri,elf,bt1,images/Meri_meta.png,https://f.rpghq.org/OrDALU3yAcxM.pak?n=Elf_F%20-%20Meri%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
minerva (vemp),minerva (vemp)_elf,Minerva (VEMP),elf,bt1,images/Minerva_(VEMP).webp,https://f.rpghq.org/XRLC4EGglbcn.pak?n=Elf_F%20-%20Minerva%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
minerva alt (vemp),minerva alt (vemp)_elf,Minerva Alt (VEMP),elf,bt1,images/Minerva_Alt_(VEMP).webp,https://f.rpghq.org/FBiGOSqZnATw.pak?n=Elf_F%20-%20Minerva%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
minthy (vemp),minthy (vemp)_elf,Minthy (VEMP),elf,bt1,images/Minthy_(VEMP).webp,https://f.rpghq.org/xnngXkx0xB1i.pak?n=Elf_F%20-%20Minthy%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
moka,moka_elf,Moka,elf,bt1,images/Moka.webp,https://f.rpghq.org/thwIQ4G7ee3w.pak?n=Elf_F%20-%20Moka%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
nehiri,nehiri_elf,Nehiri,elf,bt1,images/Nehiri_meta.png,https://f.rpghq.org/pmYIBjVbktEk.pak?n=Elf_F%20-%20Nehiri%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
nessa,nessa_elf,Nessa,elf,bt1,images/AFP_Jaenessa.webp,https://f.rpghq.org/DDGY7YKpEpOa.pak?n=Elf_F%20-%20AFP%20Jaenessa%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
olivia,olivia_elf,Olivia,elf,bt1,images/Olivia.webp,https://f.rpghq.org/8qpk42GYFcI8.pak?n=Elf_F%20-%20Olivia%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
onhee's preset 3 alexa with fangs,onhee's preset 3 alexa with fangs_elf,Onhee's Preset 3 Alexa With Fangs,elf,bt1,images/Onhee's_Preset_3_Alexa_With_Fangs.webp,https://f.rpghq.org/JENfc6Lr0Uyb.pak?n=Elf_F%20-%20Onhee's%20Preset%203%20Alexa%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/8495,
onhee's preset 3 alexa,onhee's preset 3 alexa_elf,Onhee's Preset 3 Alexa,elf,bt1,images/Onhee's_Preset_3_Alexa.webp,https://f.rpghq.org/JENfc6Lr0Uyb.pak?n=Elf_F%20-%20Onhee's%20Preset%203%20Alexa%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/8495,
orwena,orwena_elf,Orwena,elf,bt1,images/Orwena_ocr.png,https://f.rpghq.org/royP2TcMXNvT.pak?n=Elf_F%20-%20Orwena%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
percie,percie_elf,Percie,elf,bt1,images/Percie_meta.png,https://f.rpghq.org/aNP5sOo2DBDn.pak?n=Elf_F%20-%20Percie%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
powder,powder_elf,Powder,elf,bt1,images/Powder_meta.png,https://f.rpghq.org/No70U9o7NRwi.pak?n=Elf_F%20-%20Powder%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
ranna vampire,ranna vampire_elf,Ranna Vampire,elf,bt1,images/Ranna_Vampire.webp,https://f.rpghq.org/iw5XytfaTYaW.pak?n=Elf_F%20-%20Ranna%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
ranna,ranna_elf,Ranna,elf,bt1,images/Ranna.webp,https://f.rpghq.org/iw5XytfaTYaW.pak?n=Elf_F%20-%20Ranna%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
rina,rina_elf,Rina,elf,bt1,images/Rina_meta.png,https://f.rpghq.org/yzaIAOljaEKW.pak?n=Elf_F%20-%20Rina%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
rosame,rosame_elf,Rosame,elf,bt1,images/Rosame_ocr.png,https://f.rpghq.org/hCsDQsII11dl.pak?n=Elf_F%20-%20Rosame%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
serah vampire,serah vampire_elf,Serah Vampire,elf,bt1,images/Serah_Vampire.webp,https://f.rpghq.org/K6q0pzcvjIKd.pak?n=Elf_F%20-%20Serah%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
serah,serah_elf,Serah,elf,bt1,images/Serah_ocr.png,https://f.rpghq.org/K6q0pzcvjIKd.pak?n=Elf_F%20-%20Serah%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
shart (vemp),shart (vemp)_elf,Shart (VEMP),elf,bt1,images/Shart_(VEMP).webp,https://f.rpghq.org/T4jVTSBLDSEH.pak?n=Elf_F%20-%20Shart%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
shart alt (vemp),shart alt (vemp)_elf,Shart Alt (VEMP),elf,bt1,images/Shart_Alt_(VEMP).webp,https://f.rpghq.org/gl3HhgLXMtyB.pak?n=Elf_F%20-%20Shart%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
solene,solene_elf,Solene,elf,bt1,images/Solene_meta.png,https://f.rpghq.org/jjbg7XFZRenu.pak?n=Elf_F%20-%20Solene%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
sylphin,sylphin_elf,Sylphin,elf,bt1,images/Sylphin.webp,https://f.rpghq.org/wVXEwO60H4pZ.pak?n=Elf_F%20-%20Sylphin%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
sylva (vemp),sylva (vemp)_elf,Sylva (VEMP),elf,bt1,images/Sylva_(VEMP).webp,https://f.rpghq.org/lw3C7uSPGeMa.pak?n=Elf_F%20-%20Sylva%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
sylva alt (vemp),sylva alt (vemp)_elf,Sylva Alt (VEMP),elf,bt1,images/Sylva_Alt_(VEMP).webp,https://f.rpghq.org/vm8BWV5SRGJO.pak?n=Elf_F%20-%20Sylva%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
tabris,tabris_elf,Tabris,elf,bt1,images/Tabris.webp,https://f.rpghq.org/Mf3l2tYg6kRS.pak?n=Elf_F%20-%20Tabris%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
teris vampire,teris vampire_elf,Teris Vampire,elf,bt1,images/Teris_Vampire.webp,https://f.rpghq.org/eCeyQymxUzOm.pak?n=Elf_F%20-%20Teris%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
teris,teris_elf,Teris,elf,bt1,images/Teris.webp,https://f.rpghq.org/eCeyQymxUzOm.pak?n=Elf_F%20-%20Teris%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
themia's sister (elf),themia's sister (elf)_elf,Themia's Sister (ELF),elf,bt1,images/Themia's_Sister_(ELF).webp,https://f.rpghq.org/gabzXZl90b6h.pak?n=Elf_F%20-%20Themia's%20Sister%20(ELF)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/1965,
themia's sister (hel),themia's sister (hel)_elf,Themia's Sister (HEL),elf,bt1,images/Themia's_Sister_(HEL).webp,https://f.rpghq.org/JYFpQUca8l0p.pak?n=Elf_F%20-%20Themia's%20Sister%20(HEL)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/1965,
velvet,velvet_elf,Velvet,elf,bt1,images/Velvet_meta.png,https://f.rpghq.org/6Xyn9jFnSosX.pak?n=Elf_F%20-%20Velvet%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
verity,verity_elf,Verity,elf,bt1,images/Verity_meta.png,https://f.rpghq.org/eALC6Vhzs3c0.pak?n=Elf_F%20-%20Verity%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
vi,vi_elf,Vi,elf,bt1,images/Olivia.webp,https://f.rpghq.org/ae6HiGBnKRI3.pak?n=Elf_F%20-%20Violet's%20Preset%201%20Aurora%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
zafira scars,zafira scars_elf,Zafira Scars,elf,bt1,images/Zafira_Scars_ocr.png,https://f.rpghq.org/AaRmzMSdJEqP.pak?n=Elf_F%20-%20Zafira%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
zafira,zafira_elf,Zafira,elf,bt1,images/Zafira_ocr.png,https://f.rpghq.org/AaRmzMSdJEqP.pak?n=Elf_F%20-%20Zafira%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
- ares -,- ares -_elf,- Ares -,elf,bt2,images/__Ares___meta.png,https://f.rpghq.org/tbupobfclVve.pak?n=Elf_M%20-%20-%20Ares%20-%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5989,
- corus -,- corus -_elf,- Corus -,elf,bt2,images/__Corus___meta.png,https://f.rpghq.org/Qrx7YciP8i01.pak?n=Elf_M%20-%20-%20Corus%20-%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5989,
- deimos -,- deimos -_elf,- Deimos -,elf,bt2,images/__Deimos___meta.png,https://f.rpghq.org/EzvMxcZLl5Ny.pak?n=Elf_M%20-%20-%20Deimos%20-%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5989,
adrian,adrian_elf,Adrian,elf,bt2,images/Adrian_meta.png,https://f.rpghq.org/WwNd3xCY1bzG.pak?n=Elf_M%20-%20Adrian%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
almoran,almoran_elf,Almoran,elf,bt2,images/Almoran_ocr.png,https://f.rpghq.org/rZs4JOrPeilT.pak?n=Elf_M%20-%20Almoran%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
arian,arian_elf,Arian,elf,bt2,images/Arian_meta.png,https://f.rpghq.org/H26AoGEB38up.pak?n=Elf_M%20-%20Arian%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
asmir,asmir_elf,Asmir,elf,bt2,images/Asmir_meta.png,https://f.rpghq.org/U0QBODOVPHbe.pak?n=Elf_M%20-%20Asmir%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
ayas,ayas_elf,Ayas,elf,bt2,images/Ayas_meta.png,https://f.rpghq.org/SfZ5ZmhRJyTu.pak?n=Elf_M%20-%20Ayas%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
berron,berron_elf,Berron,elf,bt2,images/Berron_meta.png,https://f.rpghq.org/zI0y2N1kIwnk.pak?n=Elf_M%20-%20Berron%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
birn,birn_elf,Birn,elf,bt2,images/Birn_meta.png,https://f.rpghq.org/n8kS6Q6msSiy.pak?n=Elf_M%20-%20Birn%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
blake,blake_elf,Blake,elf,bt2,images/Blake_ocr.png,https://f.rpghq.org/qEzkoi2BiMNd.pak?n=Elf_M%20-%20Blake%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
candy,candy_elf,Candy,elf,bt2,images/Candy_ocr.png,https://f.rpghq.org/gYVuJKohvOXM.pak?n=Elf_M%20-%20Candy%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
chris,chris_elf,Chris,elf,bt2,images/Chris_meta.png,https://f.rpghq.org/Ssw5pq6XiFGW.pak?n=Elf_M%20-%20Chris%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
cinamon,cinamon_elf,Cinamon,elf,bt2,images/Cinamon_meta.png,https://f.rpghq.org/de4cchFLYtj2.pak?n=Elf_M%20-%20Cinamon%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
coda,coda_elf,Coda,elf,bt2,images/Coda.webp,https://f.rpghq.org/otm9cXa8s46P.pak?n=Elf_M%20-%20Coda%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
corey,corey_elf,Corey,elf,bt2,images/Corey_meta.png,https://f.rpghq.org/YziCGox4qzAh.pak?n=Elf_M%20-%20Corey%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
cronin,cronin_elf,Cronin,elf,bt2,images/Cronin_ocr.png,https://f.rpghq.org/FQtt8KZnknjm.pak?n=Elf_M%20-%20Cronin%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
crow,crow_elf,Crow,elf,bt2,images/Crow_ocr.png,https://f.rpghq.org/gJQyKi9YQz8H.pak?n=Elf_M%20-%20Crow%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
dante,dante_elf,Dante,elf,bt2,images/Dante_meta.png,https://f.rpghq.org/Gaa2EHBShQbM.pak?n=Elf_M%20-%20Dante%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
domi,domi_elf,Domi,elf,bt2,images/Domi_meta.png,https://f.rpghq.org/tV3jVt1opKqm.pak?n=Elf_M%20-%20Domi%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
eden,eden_elf,Eden,elf,bt2,images/Eden.webp,https://f.rpghq.org/DEJFwSiFkBUx.pak?n=Elf_M%20-%20Eden%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
